source_page,edge_type,target_url,pillar,anchor
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/bigdye-direct-cycle-sequencing-kit.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/bigdye-direct-cycle-sequencing-kit.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-software.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-software.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,runs,https://www.thermofisher.com/content/lifetech/europe-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,uses,https://downloads.thermofisher.com/VeriFilerPlusPCRAmplificationKit_A35495/VeriFilerPlusAnalysisFiles_v1_GeneMapperID-X.zip,P5,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/microseq-identification-systems.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/microseq-identification-systems.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/mutation-analysis-reagent.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/mutation-analysis-reagent.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/solid-software.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/solid-software.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro-1.4.0/VeritiPro-firmware-140-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro/VeritiPro-firmware-130-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro-1.2.1/VeritiPro-firmware-121-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro-1.2.0/VeritiPro-firmware-120-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro-1.1.2/VeritiPro-firmware-112-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro-1.1.1/VeritiPro-firmware-111-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro/VeritiPro-firmware-110-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/VeritiPro/VeritiPro-firmware-102-release-notes.docx,P2,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/firmware/VeritiPro_1.0.1/VeritiPro-1.0.1.update,P2,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/Instrument_Software/qPCR/Firmware/Veriti/patch/4480185.update,P2,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/Instrument_Software/qPCR/Firmware/Veriti/1.7.1/4475349.update,P2,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,has_driver,https://downloads.thermofisher.com/Instrument_Software/qPCR/Firmware/Veriti/1.7.1/Veriti%20Firmware%20v1.7.1%20Release%20Notes%20Reviewed.docx,P2,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7000-sequence-detection-system.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7000-sequence-detection-system.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,runs,https://www.thermofisher.com/content/lifetech/europe-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ampflstr-identifiler-plus-pcr-amplification-kit.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ampflstr-identifiler-plus-pcr-amplification-kit.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/bigdye-xterminator-purification-kit.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/bigdye-xterminator-purification-kit.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ampflstr-ngm-pc-amplification-kit.html,runs,https://www.thermofisher.com/content/lifetech/europe-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ampflstr-ngm-pc-amplification-kit.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7300-real-time-pcr-system.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7300-real-time-pcr-system.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7500-fast-real-time-pcr-system.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
